"ModelName_short","Task_short","Dataset","Cancer","tissue","TaskCategory","TaskCategory_short","AUROC","AUROC_lower","AUROC_upper","AUPRC","AUPRC_lower","AUPRC_upper","Balanced_accuracy","Balanced_accuracy_lower","Balanced_accuracy_upper","Sensitivity","Sensitivity_lower","Sensitivity_upper","Specificity","Specificity_lower","Specificity_upper","binary_multi","Public","Slide_vs_patch_classification","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"Dino-B16","MTOR","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.756832241740309,0.69167336381959,0.816903550350225,0.738074897340932,0.64913055223335,0.818401413094754,0.6845241,0.6206,0.747235,0.730581773342089,0.638076923076923,0.810344827586207,0.638464997649724,0.548076923076923,0.724216300940439,"binary","CPTAC","Slide","mTOR pathway activation vs no mTOR pathway activation","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","P53","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.850175258347991,0.791603529155076,0.901834057486631,0.844972200404447,0.750752125491138,0.920646752597996,0.7996449,0.7444925,0.8511,0.799100228636042,0.71875,0.871579152840133,0.800189027869219,0.714285714285714,0.876599326599327,"binary","CPTAC","Slide","p53 pathway activation vs no p53 pathway activation","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","P53","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.85285870000762,0.79484008271784,0.903265083151145,0.864036188080019,0.795115341008419,0.91775353455961,0.780548,0.7183975,0.8378025,0.788147904684378,0.704081632653061,0.863157894736842,0.772950120825732,0.686260504201681,0.855560897435897,"binary","CPTAC","Slide","p53 pathway activation vs no p53 pathway activation","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","P53","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.862554321084646,0.803600042167405,0.913308679406951,0.881738320736386,0.820733275832411,0.932659674455299,0.793979,0.732285,0.850315,0.744637636357169,0.659340659340659,0.829787234042553,0.843318554823987,0.766982200647249,0.912503033980582,"binary","CPTAC","Slide","p53 pathway activation vs no p53 pathway activation","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","P53","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.84453828932866,0.783427969012819,0.895141393912422,0.845917954405759,0.763375103218444,0.906991285065675,0.7743988,0.71279,0.8320325,0.737199670465129,0.636287878787879,0.826086956521739,0.811598087009789,0.728153210696645,0.884635416666667,"binary","CPTAC","Slide","p53 pathway activation vs no p53 pathway activation","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","P53","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.873774448007714,0.823139806911898,0.920214043697221,0.885039257775947,0.82811836106716,0.931774344209506,0.810368,0.7562975,0.86472,0.797472573532456,0.71996875,0.870975726604919,0.823263007271014,0.75,0.899015151515152,"binary","CPTAC","Slide","p53 pathway activation vs no p53 pathway activation","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","P53","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.869621364454923,0.816781482406205,0.917322768396661,0.890682729004704,0.835417093389335,0.936099573209502,0.7896738,0.733495,0.8414325,0.788842426045459,0.703296703296703,0.870052325581395,0.790506819082338,0.714285714285714,0.863660037878788,"binary","CPTAC","Slide","p53 pathway activation vs no p53 pathway activation","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","P53","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.82970643934033,0.769739929333387,0.883760696535712,0.819345396943826,0.727477181797266,0.89309219594688,0.7736102,0.71289,0.8308,0.767147468943778,0.68421052631579,0.845422456297624,0.78007066430732,0.696961184882533,0.858858317520557,"binary","CPTAC","Slide","p53 pathway activation vs no p53 pathway activation","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","P53","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.865344957845004,0.812385433151495,0.912787879386848,0.876739462099866,0.814769970730717,0.926264497494269,0.7849391,0.7276975,0.8409,0.778010440579006,0.69564182194617,0.862767379679144,0.791867443532417,0.710822289156626,0.869565217391304,"binary","CPTAC","Slide","p53 pathway activation vs no p53 pathway activation","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","SWI","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.760432155993631,0.695188198595208,0.825782208786256,0.758072224133762,0.667391151135314,0.836183716904183,0.6990139,0.6397875,0.7589125,0.732484208779375,0.647058823529412,0.815558475104658,0.665545283510543,0.580357142857143,0.745342532181273,"binary","CPTAC","Slide","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","SWI","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.73148785707505,0.656395720851894,0.798432722278382,0.734933992552197,0.644024145034066,0.813003848774417,0.6801995,0.6175975,0.743,0.705542538378734,0.61383743213031,0.792088548477489,0.654852362478224,0.55874183006536,0.738738738738739,"binary","CPTAC","Slide","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","SWI","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.761841428815987,0.688838080969968,0.826270089285714,0.723413130608141,0.623187599815252,0.810931029950818,0.6968423,0.632295,0.75941,0.672392107708333,0.57795518701482,0.767676767676768,0.721292642879809,0.629990740740741,0.803738317757009,"binary","CPTAC","Slide","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","SWI","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.775804151564783,0.716000697440371,0.835112883519915,0.773259538065069,0.688530278450122,0.840294656501722,0.7209831,0.661095,0.7794125,0.751553542887255,0.663716814159292,0.831683168316832,0.69041182544665,0.602038339607688,0.779821100917431,"binary","CPTAC","Slide","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","SWI","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.777805607176857,0.710238611160839,0.837385402759235,0.754161544502118,0.658183083809184,0.835227044981255,0.7032996,0.6418,0.764,0.706764239698493,0.6185473289597,0.796160400743648,0.699834972317949,0.619047619047619,0.778846153846154,"binary","CPTAC","Slide","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","SWI","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.787538217725018,0.722353485670549,0.847769361365432,0.777478552623908,0.688214978014158,0.857033819614111,0.7310742,0.6689675,0.7917025,0.742753621551259,0.657407407407407,0.821798371425927,0.719396507174845,0.628292437650845,0.8,"binary","CPTAC","Slide","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","SWI","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.780857397088829,0.715675118804982,0.840695282226055,0.753305698263304,0.662347471423251,0.841819181212436,0.7170502,0.6553975,0.7761175,0.714342436240976,0.622621690185508,0.800093457943925,0.719760552872449,0.633906045216252,0.798167149525189,"binary","CPTAC","Slide","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","SWI","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.800864200819664,0.741838449483776,0.855981682650916,0.767943035654213,0.678566211569961,0.854177987826092,0.7222322,0.6642775,0.7824075,0.704750375048875,0.621359223300971,0.79047619047619,0.739714426825983,0.657630357630358,0.823559733171619,"binary","CPTAC","Slide","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","gi subtype","TCGA","GI","GI","Biomarker Status Prediction","Biomarker Status Prediction",0.663757184049088,0.607660709253489,0.714543361685843,0.5065897,0.4477775,0.566605,0.4496988,0.3818,0.5170075,0.449697330998382,0.381844646247895,0.516994075446613,0.724003941772126,0.688372410228493,0.758659123889882,"multi-class","TCGA","Slide","MSI-high, MSI-low, MSS","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","gi subtype","TCGA","GI","GI","Biomarker Status Prediction","Biomarker Status Prediction",0.689464510287501,0.631272712719026,0.743931356439534,0.5372244,0.47039,0.609505,0.480034,0.412485,0.54508,0.480036009673696,0.412448060452093,0.54508688616488,0.739314239613146,0.705292630751843,0.773728323624522,"multi-class","TCGA","Slide","MSI-high, MSI-low, MSS","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","gi subtype","TCGA","GI","GI","Biomarker Status Prediction","Biomarker Status Prediction",0.686332878768188,0.627526912043942,0.742460809660042,0.5396053,0.4766875,0.6113025,0.4827586,0.4091875,0.5554025,0.482760118606355,0.409221185721396,0.55541316167249,0.740537828456384,0.702305084202529,0.776585797809553,"multi-class","TCGA","Slide","MSI-high, MSI-low, MSS","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","gi subtype","TCGA","GI","GI","Biomarker Status Prediction","Biomarker Status Prediction",0.621743244887379,0.557897412500305,0.684319165856652,0.4895666,0.4302975,0.5565,0.4125905,0.3483875,0.4841275,0.412590870782928,0.348355000696102,0.484095325067311,0.704971315628498,0.669699741130201,0.743806693006248,"multi-class","TCGA","Slide","MSI-high, MSI-low, MSS","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","gi subtype","TCGA","GI","GI","Biomarker Status Prediction","Biomarker Status Prediction",0.738239372817391,0.678873995832,0.788402834333053,0.6017096,0.5357975,0.6683275,0.5160892,0.4473925,0.5820025,0.516086574111371,0.447385023979852,0.582010891005468,0.75602181265802,0.718964036461701,0.79011315203028,"multi-class","TCGA","Slide","MSI-high, MSI-low, MSS","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","gi subtype","TCGA","GI","GI","Biomarker Status Prediction","Biomarker Status Prediction",0.74346766557701,0.689146627315923,0.798606386888768,0.6004404,0.5308,0.6726,0.5421774,0.469275,0.613105,0.542178379122308,0.469302430258085,0.613104941410826,0.769622228833291,0.731002779028936,0.805728104269109,"multi-class","TCGA","Slide","MSI-high, MSI-low, MSS","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","gi subtype","TCGA","GI","GI","Biomarker Status Prediction","Biomarker Status Prediction",0.704127673567045,0.646543680068371,0.760047633545155,0.5559217,0.4923975,0.6276075,0.5101464,0.4353925,0.583005,0.510145861950035,0.435407192870103,0.58303185196956,0.75361989519496,0.714780950427387,0.790163576126873,"multi-class","TCGA","Slide","MSI-high, MSI-low, MSS","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","gi subtype","TCGA","GI","GI","Biomarker Status Prediction","Biomarker Status Prediction",0.705692607505033,0.648917076319401,0.764130844571137,0.572848,0.507495,0.645505,0.5208999,0.44987,0.5899025,0.520899673377799,0.44985494004998,0.589910326364189,0.758835444564328,0.722464493998802,0.793680402431615,"multi-class","TCGA","Slide","MSI-high, MSI-low, MSS","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","ERG status","TCGA","PRAD","prostate","Biomarker Status Prediction","Biomarker Status Prediction",0.746360104528922,0.672304087381271,0.818456150689613,0.739420131150472,0.639159843911457,0.838054311696626,0.695373,0.6236925,0.767615,0.672938669547608,0.571383363471971,0.769252873563218,0.717811726288461,0.629594017094017,0.814824879227053,"binary","TCGA","Slide","ERG fusion vs WT binary classification","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","ERG status","TCGA","PRAD","prostate","Biomarker Status Prediction","Biomarker Status Prediction",0.783077658495465,0.710118015208476,0.85393085596574,0.797673312252723,0.703082243119101,0.874778528692861,0.7061874,0.6404975,0.775915,0.680942543680412,0.578931515535828,0.785714285714286,0.73143888724013,0.632168784029038,0.826086956521739,"binary","TCGA","Slide","ERG fusion vs WT binary classification","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","ERG status","TCGA","PRAD","prostate","Biomarker Status Prediction","Biomarker Status Prediction",0.778270478431395,0.703008190618019,0.848955453355911,0.772927255326759,0.668459561967191,0.859882235134681,0.6895681,0.615985,0.7616025,0.659653294124493,0.5529107505071,0.756766409266409,0.719489105034405,0.609756097560976,0.825041666666667,"binary","TCGA","Slide","ERG fusion vs WT binary classification","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","ERG status","TCGA","PRAD","prostate","Biomarker Status Prediction","Biomarker Status Prediction",0.725227221125486,0.639036886270129,0.799693821742695,0.739830847159796,0.639618474498197,0.822320761099497,0.6705455,0.6019775,0.74292,0.670579889763669,0.567901234567901,0.776470588235294,0.670515234241524,0.566656626506024,0.765432098765432,"binary","TCGA","Slide","ERG fusion vs WT binary classification","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","ERG status","TCGA","PRAD","prostate","Biomarker Status Prediction","Biomarker Status Prediction",0.779994295462647,0.707426990942852,0.84646689678654,0.797331094398836,0.707813405960009,0.876797726251448,0.7126611,0.64488,0.7781175,0.680046226661763,0.582195203197868,0.775602968460111,0.745276874914292,0.646341463414634,0.837225015713388,"binary","TCGA","Slide","ERG fusion vs WT binary classification","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","ERG status","TCGA","PRAD","prostate","Biomarker Status Prediction","Biomarker Status Prediction",0.756592225609563,0.683032778917036,0.823023097344976,0.774638963412708,0.684732588074808,0.8460763919684,0.6512367,0.5792,0.7237075,0.66976608800915,0.56093931475029,0.76713125199108,0.632711867516947,0.523795681063123,0.737514880952381,"binary","TCGA","Slide","ERG fusion vs WT binary classification","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","ERG status","TCGA","PRAD","prostate","Biomarker Status Prediction","Biomarker Status Prediction",0.764522082420721,0.68872646777568,0.835018758807063,0.78594989189707,0.696347594168217,0.865354503538617,0.6944116,0.62289,0.7631075,0.683870072582447,0.581070183086312,0.780487804878049,0.704955001479565,0.606741573033708,0.797619047619048,"binary","TCGA","Slide","ERG fusion vs WT binary classification","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","ERG status","TCGA","PRAD","prostate","Biomarker Status Prediction","Biomarker Status Prediction",0.776485183363578,0.706219971262978,0.844503219558127,0.800859346860494,0.717442207943844,0.871516007339064,0.6887071,0.617,0.7561075,0.657265831306456,0.552941176470588,0.764061467283543,0.720153964811706,0.626506024096386,0.816116484440707,"binary","TCGA","Slide","ERG fusion vs WT binary classification","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","prad mrna cluster","TCGA","PRAD","prostate","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction",0.758975079620059,0.700273870682804,0.811574871695914,0.6268029,0.5492925,0.7020125,0.5669381,0.49206,0.6421,0.566937962730896,0.492056975561655,0.642059463297712,0.783379061601953,0.745625916408813,0.821794425054734,"multi-class","TCGA","Slide","mRNA expression clusters (CL1, CL2, CL3)","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","prad mrna cluster","TCGA","PRAD","prostate","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction",0.781007245065867,0.723738066683698,0.833432046428711,0.6589336,0.583765,0.7387175,0.6392942,0.565675,0.7079,0.639293593036026,0.565691319583468,0.707866351484773,0.818872615371963,0.782452173310478,0.852986469539535,"multi-class","TCGA","Slide","mRNA expression clusters (CL1, CL2, CL3)","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","prad mrna cluster","TCGA","PRAD","prostate","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction",0.507351986188017,0.441874310781445,0.570927502759674,0.3647748,0.3164925,0.4177275,0.3358945,0.2663975,0.405115,0.335894952814546,0.266427971943624,0.405096070501411,0.667099063879137,0.630217516033906,0.701976068931149,"multi-class","TCGA","Slide","mRNA expression clusters (CL1, CL2, CL3)","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","prad mrna cluster","TCGA","PRAD","prostate","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction",0.443182095931374,0.378066218861298,0.50527274134793,0.3232036,0.2844925,0.370115,0.3117919,0.2663875,0.3536025,0.311790990452747,0.266359191682075,0.353631819758869,0.656889742140158,0.63389712305651,0.677714259470086,"multi-class","TCGA","Slide","mRNA expression clusters (CL1, CL2, CL3)","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
