Task_short,Dataset,ModelName,ModelName_short,ModelCategory,ModelDomain,ModelArch,balanced_accuracy,F1_score,Precision,Recall,Cancer,Slide_vs_patch_classification,binary_multi,tissue,average_performance
BRACS,External_benchmarking_cohort,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.65,0.57,0.53,0.65,BRCA,Patch,multi-class,breast,0.6
BRACS,External_benchmarking_cohort,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.17,0.14,0.17,0.17,BRCA,Patch,multi-class,breast,0.16
BRACS,External_benchmarking_cohort,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.2,0.15,0.17,0.2,BRCA,Patch,multi-class,breast,0.18
BRACS,External_benchmarking_cohort,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.6,0.51,0.48,0.6,BRCA,Patch,multi-class,breast,0.55
BRACS,External_benchmarking_cohort,UNI,UNI,pathology,Pathology,Vit-L,0.65,0.57,0.52,0.65,BRCA,Patch,multi-class,breast,0.6
BRACS,External_benchmarking_cohort,UNI2,UNI2,pathology,Pathology,Vit-L,0.61,0.54,0.51,0.61,BRCA,Patch,multi-class,breast,0.57
BRACS,External_benchmarking_cohort,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.45,0.39,0.39,0.45,BRCA,Patch,multi-class,breast,0.42
BRACS,External_benchmarking_cohort,Hibou,Hibou,pathology,Pathology,Vit-B,0.69,0.62,0.58,0.69,BRCA,Patch,multi-class,breast,0.64
BRACS,External_benchmarking_cohort,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.37,0.31,0.3,0.37,BRCA,Patch,multi-class,breast,0.34
BRACS,External_benchmarking_cohort,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.37,0.34,0.37,0.37,BRCA,Patch,multi-class,breast,0.36
CPTAC-MYC,CPTAC,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.66,0.66,0.66,0.66,Pan-cancer,Slide,binary,pan-cancer,0.66
CPTAC-MYC,CPTAC,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.74,0.74,0.74,0.74,Pan-cancer,Slide,binary,pan-cancer,0.74
CPTAC-MYC,CPTAC,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.56,0.56,0.56,0.56,Pan-cancer,Slide,binary,pan-cancer,0.56
CPTAC-MYC,CPTAC,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.79,0.79,0.79,0.79,Pan-cancer,Slide,binary,pan-cancer,0.79
CPTAC-MYC,CPTAC,GPFM,GPFM,pathology,Pathology,Vit-L,0.58,0.58,0.58,0.58,Pan-cancer,Slide,binary,pan-cancer,0.58
CPTAC-MYC,CPTAC,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.52,0.52,0.52,0.52,Pan-cancer,Slide,binary,pan-cancer,0.52
CPTAC-MYC,CPTAC,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.49,0.49,0.49,0.49,Pan-cancer,Slide,binary,pan-cancer,0.49
CPTAC-MYC,CPTAC,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.55,0.55,0.55,0.55,Pan-cancer,Slide,binary,pan-cancer,0.55
CPTAC-MYC,CPTAC,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.69,0.69,0.69,0.69,Pan-cancer,Slide,binary,pan-cancer,0.69
CPTAC-MYC,CPTAC,BEPH,BEPH,pathology,Pathology,Vit-B,0.53,0.53,0.53,0.53,Pan-cancer,Slide,binary,pan-cancer,0.53
CPTAC-MYC,CPTAC,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.7,0.7,0.7,0.7,Pan-cancer,Slide,binary,pan-cancer,0.7
CPTAC-MYC,CPTAC,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.78,0.78,0.78,0.78,Pan-cancer,Slide,binary,pan-cancer,0.78
CPTAC-MYC,CPTAC,Virchow,Virchow,pathology,Pathology,Vit-L,0.76,0.76,0.76,0.76,Pan-cancer,Slide,binary,pan-cancer,0.76
CPTAC-MYC,CPTAC,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.79,0.79,0.79,0.79,Pan-cancer,Slide,binary,pan-cancer,0.79
CPTAC-MYC,CPTAC,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.55,0.55,0.55,0.55,Pan-cancer,Slide,binary,pan-cancer,0.55
CPTAC-MYC,CPTAC,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.52,0.52,0.52,0.52,Pan-cancer,Slide,binary,pan-cancer,0.52
CPTAC-MYC,CPTAC,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.73,0.73,0.73,0.73,Pan-cancer,Slide,binary,pan-cancer,0.73
CPTAC-MYC,CPTAC,UNI,UNI,pathology,Pathology,Vit-L,0.77,0.77,0.77,0.77,Pan-cancer,Slide,binary,pan-cancer,0.77
CPTAC-MYC,CPTAC,UNI2,UNI2,pathology,Pathology,Vit-L,0.78,0.78,0.78,0.78,Pan-cancer,Slide,binary,pan-cancer,0.78
CPTAC-MYC,CPTAC,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.76,0.76,0.76,0.76,Pan-cancer,Slide,binary,pan-cancer,0.76
CPTAC-MYC,CPTAC,Hibou,Hibou,pathology,Pathology,Vit-B,0.77,0.78,0.84,0.77,Pan-cancer,Slide,binary,pan-cancer,0.79
CPTAC-MYC,CPTAC,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.67,0.67,0.67,0.67,Pan-cancer,Slide,binary,pan-cancer,0.67
CPTAC-MYC,CPTAC,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.74,0.74,0.74,0.74,Pan-cancer,Slide,binary,pan-cancer,0.74
PRstatus,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.6,0.58,0.61,0.6,BRCA,Slide,binary,breast,0.6
PRstatus,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.68,0.67,0.71,0.68,BRCA,Slide,binary,breast,0.68
PRstatus,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.51,0.58,0.73,0.51,BRCA,Slide,binary,breast,0.58
PRstatus,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.72,0.73,0.79,0.72,BRCA,Slide,binary,breast,0.74
PRstatus,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.51,0.58,0.73,0.51,BRCA,Slide,binary,breast,0.58
PRstatus,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.58,0.56,0.6,0.58,BRCA,Slide,binary,breast,0.58
PRstatus,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.55,0.53,0.57,0.55,BRCA,Slide,binary,breast,0.55
PRstatus,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.56,0.54,0.57,0.56,BRCA,Slide,binary,breast,0.56
PRstatus,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.61,0.58,0.61,0.61,BRCA,Slide,binary,breast,0.6
PRstatus,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.54,0.53,0.58,0.54,BRCA,Slide,binary,breast,0.55
PRstatus,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.63,0.6,0.63,0.63,BRCA,Slide,binary,breast,0.62
PRstatus,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.71,0.71,0.77,0.71,BRCA,Slide,binary,breast,0.72
PRstatus,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.68,0.69,0.75,0.68,BRCA,Slide,binary,breast,0.7
PRstatus,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.71,0.71,0.76,0.71,BRCA,Slide,binary,breast,0.72
PRstatus,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.57,0.55,0.6,0.57,BRCA,Slide,binary,breast,0.57
PRstatus,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.55,0.53,0.56,0.55,BRCA,Slide,binary,breast,0.55
PRstatus,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.66,0.65,0.7,0.66,BRCA,Slide,binary,breast,0.67
PRstatus,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.69,0.69,0.75,0.69,BRCA,Slide,binary,breast,0.7
PRstatus,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.73,0.73,0.78,0.73,BRCA,Slide,binary,breast,0.74
PRstatus,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.64,0.64,0.64,0.64,BRCA,Slide,binary,breast,0.64
PRstatus,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.69,0.71,0.76,0.69,BRCA,Slide,binary,breast,0.71
PRstatus,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.61,0.59,0.62,0.61,BRCA,Slide,binary,breast,0.61
PRstatus,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.61,0.6,0.65,0.61,BRCA,Slide,binary,breast,0.62
brain_histology_subtype,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.49,0.5,0.54,0.49,GBM+LGG,Slide,multi-class,brain,0.5
brain_histology_subtype,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.54,0.56,0.61,0.54,GBM+LGG,Slide,multi-class,brain,0.56
brain_histology_subtype,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.28,0.32,0.41,0.28,GBM+LGG,Slide,multi-class,brain,0.32
brain_histology_subtype,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.64,0.65,0.69,0.64,GBM+LGG,Slide,multi-class,brain,0.66
brain_histology_subtype,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.39,0.41,0.45,0.39,GBM+LGG,Slide,multi-class,brain,0.41
brain_histology_subtype,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.3,0.31,0.35,0.3,GBM+LGG,Slide,multi-class,brain,0.32
brain_histology_subtype,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.35,0.38,0.45,0.35,GBM+LGG,Slide,multi-class,brain,0.38
brain_histology_subtype,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.32,0.35,0.41,0.32,GBM+LGG,Slide,multi-class,brain,0.35
brain_histology_subtype,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.41,0.41,0.45,0.41,GBM+LGG,Slide,multi-class,brain,0.42
brain_histology_subtype,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.38,0.41,0.48,0.38,GBM+LGG,Slide,multi-class,brain,0.41
brain_histology_subtype,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.55,0.56,0.59,0.55,GBM+LGG,Slide,multi-class,brain,0.56
brain_histology_subtype,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.68,0.68,0.7,0.68,GBM+LGG,Slide,multi-class,brain,0.68
brain_histology_subtype,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.57,0.57,0.6,0.57,GBM+LGG,Slide,multi-class,brain,0.58
brain_histology_subtype,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.66,0.67,0.69,0.66,GBM+LGG,Slide,multi-class,brain,0.67
brain_histology_subtype,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.32,0.36,0.43,0.32,GBM+LGG,Slide,multi-class,brain,0.36
brain_histology_subtype,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.32,0.35,0.41,0.32,GBM+LGG,Slide,multi-class,brain,0.35
brain_histology_subtype,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.61,0.62,0.64,0.61,GBM+LGG,Slide,multi-class,brain,0.62
brain_histology_subtype,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.66,0.66,0.68,0.66,GBM+LGG,Slide,multi-class,brain,0.66
brain_histology_subtype,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.55,0.56,0.59,0.55,GBM+LGG,Slide,multi-class,brain,0.56
brain_histology_subtype,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.51,0.51,0.51,0.51,GBM+LGG,Slide,multi-class,brain,0.51
brain_histology_subtype,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.51,0.51,0.52,0.51,GBM+LGG,Slide,multi-class,brain,0.51
brain_histology_subtype,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.47,0.49,0.53,0.47,GBM+LGG,Slide,multi-class,brain,0.49
brain_histology_subtype,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.45,0.48,0.55,0.45,GBM+LGG,Slide,multi-class,brain,0.48
lusc_vs_luad,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.74,0.74,0.78,0.74,LUSC+LUAD,Slide,binary,lung,0.75
lusc_vs_luad,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.87,0.87,0.9,0.87,LUSC+LUAD,Slide,binary,lung,0.88
lusc_vs_luad,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.64,0.64,0.68,0.64,LUSC+LUAD,Slide,binary,lung,0.65
lusc_vs_luad,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.91,0.91,0.92,0.91,LUSC+LUAD,Slide,binary,lung,0.91
lusc_vs_luad,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.64,0.65,0.71,0.64,LUSC+LUAD,Slide,binary,lung,0.66
lusc_vs_luad,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.53,0.54,0.61,0.53,LUSC+LUAD,Slide,binary,lung,0.55
lusc_vs_luad,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.62,0.61,0.65,0.62,LUSC+LUAD,Slide,binary,lung,0.62
lusc_vs_luad,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.61,0.61,0.66,0.61,LUSC+LUAD,Slide,binary,lung,0.62
lusc_vs_luad,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.77,0.76,0.8,0.77,LUSC+LUAD,Slide,binary,lung,0.78
lusc_vs_luad,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.61,0.6,0.65,0.61,LUSC+LUAD,Slide,binary,lung,0.62
lusc_vs_luad,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.8,0.8,0.84,0.8,LUSC+LUAD,Slide,binary,lung,0.81
lusc_vs_luad,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.9,0.9,0.92,0.9,LUSC+LUAD,Slide,binary,lung,0.9
lusc_vs_luad,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.89,0.89,0.91,0.89,LUSC+LUAD,Slide,binary,lung,0.9
lusc_vs_luad,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.92,0.91,0.93,0.92,LUSC+LUAD,Slide,binary,lung,0.92
lusc_vs_luad,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.6,0.6,0.64,0.6,LUSC+LUAD,Slide,binary,lung,0.61
lusc_vs_luad,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.63,0.62,0.67,0.63,LUSC+LUAD,Slide,binary,lung,0.64
lusc_vs_luad,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.85,0.85,0.88,0.85,LUSC+LUAD,Slide,binary,lung,0.86
lusc_vs_luad,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.9,0.9,0.92,0.9,LUSC+LUAD,Slide,binary,lung,0.9
lusc_vs_luad,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.91,0.9,0.92,0.91,LUSC+LUAD,Slide,binary,lung,0.91
lusc_vs_luad,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.86,0.86,0.86,0.86,LUSC+LUAD,Slide,binary,lung,0.86
lusc_vs_luad,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.86,0.85,0.88,0.86,LUSC+LUAD,Slide,binary,lung,0.86
lusc_vs_luad,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.74,0.74,0.78,0.74,LUSC+LUAD,Slide,binary,lung,0.75
lusc_vs_luad,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.79,0.79,0.83,0.79,LUSC+LUAD,Slide,binary,lung,0.8
ERstatus,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.66,0.64,0.68,0.66,BRCA,Slide,binary,breast,0.66
ERstatus,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.81,0.8,0.84,0.81,BRCA,Slide,binary,breast,0.82
ERstatus,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.57,0.56,0.61,0.57,BRCA,Slide,binary,breast,0.58
ERstatus,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.87,0.86,0.88,0.87,BRCA,Slide,binary,breast,0.87
ERstatus,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.51,0.58,0.72,0.51,BRCA,Slide,binary,breast,0.58
ERstatus,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.51,0.49,0.54,0.51,BRCA,Slide,binary,breast,0.51
ERstatus,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.57,0.56,0.61,0.57,BRCA,Slide,binary,breast,0.58
ERstatus,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.53,0.51,0.55,0.53,BRCA,Slide,binary,breast,0.53
ERstatus,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.67,0.65,0.67,0.67,BRCA,Slide,binary,breast,0.66
ERstatus,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.54,0.53,0.56,0.54,BRCA,Slide,binary,breast,0.54
ERstatus,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.73,0.72,0.75,0.73,BRCA,Slide,binary,breast,0.73
ERstatus,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.82,0.82,0.86,0.82,BRCA,Slide,binary,breast,0.83
ERstatus,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.78,0.77,0.81,0.78,BRCA,Slide,binary,breast,0.79
ERstatus,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.82,0.82,0.85,0.82,BRCA,Slide,binary,breast,0.83
ERstatus,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.49,0.51,0.58,0.49,BRCA,Slide,binary,breast,0.52
ERstatus,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.56,0.56,0.62,0.56,BRCA,Slide,binary,breast,0.58
ERstatus,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.78,0.76,0.78,0.78,BRCA,Slide,binary,breast,0.78
ERstatus,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.85,0.86,0.9,0.85,BRCA,Slide,binary,breast,0.86
ERstatus,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.85,0.84,0.86,0.85,BRCA,Slide,binary,breast,0.85
ERstatus,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.7,0.7,0.7,0.7,BRCA,Slide,binary,breast,0.7
ERstatus,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.78,0.76,0.78,0.78,BRCA,Slide,binary,breast,0.78
ERstatus,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.65,0.63,0.68,0.65,BRCA,Slide,binary,breast,0.65
ERstatus,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.71,0.69,0.72,0.71,BRCA,Slide,binary,breast,0.71
SWI,CPTAC,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.67,0.67,0.67,0.67,Pan-cancer,Slide,binary,pan-cancer,0.67
SWI,CPTAC,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.73,0.73,0.73,0.73,Pan-cancer,Slide,binary,pan-cancer,0.73
SWI,CPTAC,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.57,0.57,0.57,0.57,Pan-cancer,Slide,binary,pan-cancer,0.57
SWI,CPTAC,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.78,0.78,0.78,0.78,Pan-cancer,Slide,binary,pan-cancer,0.78
SWI,CPTAC,GPFM,GPFM,pathology,Pathology,Vit-L,0.61,0.61,0.61,0.61,Pan-cancer,Slide,binary,pan-cancer,0.61
SWI,CPTAC,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.43,0.43,0.43,0.43,Pan-cancer,Slide,binary,pan-cancer,0.43
SWI,CPTAC,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.6,0.6,0.6,0.6,Pan-cancer,Slide,binary,pan-cancer,0.6
SWI,CPTAC,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.59,0.59,0.59,0.59,Pan-cancer,Slide,binary,pan-cancer,0.59
SWI,CPTAC,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.67,0.67,0.67,0.67,Pan-cancer,Slide,binary,pan-cancer,0.67
SWI,CPTAC,BEPH,BEPH,pathology,Pathology,Vit-B,0.57,0.57,0.57,0.57,Pan-cancer,Slide,binary,pan-cancer,0.57
SWI,CPTAC,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.68,0.68,0.68,0.68,Pan-cancer,Slide,binary,pan-cancer,0.68
SWI,CPTAC,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.76,0.76,0.76,0.76,Pan-cancer,Slide,binary,pan-cancer,0.76
SWI,CPTAC,Virchow,Virchow,pathology,Pathology,Vit-L,0.74,0.74,0.74,0.74,Pan-cancer,Slide,binary,pan-cancer,0.74
SWI,CPTAC,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.72,0.72,0.72,0.72,Pan-cancer,Slide,binary,pan-cancer,0.72
SWI,CPTAC,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.55,0.55,0.55,0.55,Pan-cancer,Slide,binary,pan-cancer,0.55
SWI,CPTAC,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.6,0.6,0.6,0.6,Pan-cancer,Slide,binary,pan-cancer,0.6
SWI,CPTAC,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.67,0.67,0.67,0.67,Pan-cancer,Slide,binary,pan-cancer,0.67
SWI,CPTAC,UNI,UNI,pathology,Pathology,Vit-L,0.76,0.76,0.76,0.76,Pan-cancer,Slide,binary,pan-cancer,0.76
SWI,CPTAC,UNI2,UNI2,pathology,Pathology,Vit-L,0.74,0.74,0.74,0.74,Pan-cancer,Slide,binary,pan-cancer,0.74
SWI,CPTAC,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.75,0.75,0.75,0.75,Pan-cancer,Slide,binary,pan-cancer,0.75
SWI,CPTAC,Hibou,Hibou,pathology,Pathology,Vit-B,0.68,0.68,0.73,0.68,Pan-cancer,Slide,binary,pan-cancer,0.69
SWI,CPTAC,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.66,0.66,0.66,0.66,Pan-cancer,Slide,binary,pan-cancer,0.66
SWI,CPTAC,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.68,0.68,0.68,0.68,Pan-cancer,Slide,binary,pan-cancer,0.68
P53,CPTAC,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.72,0.72,0.72,0.72,Pan-cancer,Slide,binary,pan-cancer,0.72
P53,CPTAC,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.82,0.82,0.82,0.82,Pan-cancer,Slide,binary,pan-cancer,0.82
P53,CPTAC,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.63,0.63,0.63,0.63,Pan-cancer,Slide,binary,pan-cancer,0.63
P53,CPTAC,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.85,0.85,0.85,0.85,Pan-cancer,Slide,binary,pan-cancer,0.85
P53,CPTAC,GPFM,GPFM,pathology,Pathology,Vit-L,0.61,0.61,0.61,0.61,Pan-cancer,Slide,binary,pan-cancer,0.61
P53,CPTAC,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.46,0.46,0.46,0.46,Pan-cancer,Slide,binary,pan-cancer,0.46
P53,CPTAC,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.58,0.58,0.58,0.58,Pan-cancer,Slide,binary,pan-cancer,0.58
P53,CPTAC,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.58,0.58,0.58,0.58,Pan-cancer,Slide,binary,pan-cancer,0.58
P53,CPTAC,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.74,0.74,0.74,0.74,Pan-cancer,Slide,binary,pan-cancer,0.74
P53,CPTAC,BEPH,BEPH,pathology,Pathology,Vit-B,0.62,0.62,0.62,0.62,Pan-cancer,Slide,binary,pan-cancer,0.62
P53,CPTAC,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.74,0.74,0.74,0.74,Pan-cancer,Slide,binary,pan-cancer,0.74
P53,CPTAC,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.85,0.85,0.85,0.85,Pan-cancer,Slide,binary,pan-cancer,0.85
P53,CPTAC,Virchow,Virchow,pathology,Pathology,Vit-L,0.86,0.86,0.86,0.86,Pan-cancer,Slide,binary,pan-cancer,0.86
P53,CPTAC,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.85,0.85,0.85,0.85,Pan-cancer,Slide,binary,pan-cancer,0.85
P53,CPTAC,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.61,0.61,0.61,0.61,Pan-cancer,Slide,binary,pan-cancer,0.61
P53,CPTAC,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.64,0.64,0.64,0.64,Pan-cancer,Slide,binary,pan-cancer,0.64
P53,CPTAC,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.79,0.79,0.79,0.79,Pan-cancer,Slide,binary,pan-cancer,0.79
P53,CPTAC,UNI,UNI,pathology,Pathology,Vit-L,0.84,0.84,0.84,0.84,Pan-cancer,Slide,binary,pan-cancer,0.84
P53,CPTAC,UNI2,UNI2,pathology,Pathology,Vit-L,0.81,0.81,0.81,0.81,Pan-cancer,Slide,binary,pan-cancer,0.81
P53,CPTAC,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.8,0.8,0.8,0.8,Pan-cancer,Slide,binary,pan-cancer,0.8
P53,CPTAC,Hibou,Hibou,pathology,Pathology,Vit-B,0.8,0.81,0.86,0.81,Pan-cancer,Slide,binary,pan-cancer,0.82
